0,1,2,3,4,5,6,7,8,9,10,11
대산지방해양수산청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 (검색 방법),4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
동해지방해양수산청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
마산지방해양수산청,1. 기관소개,2. 정보목록,3. 마산지방해양수산청 기록관 보유목록,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
목포지방해양수산청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
부산지방해양수산청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
울산지방해양수산청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
인천지방해양수산청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
평택지방해양수산청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
포항지방해양수산청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
서해지방해양경찰청,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
중부지방해양경찰청,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
남해지방해양경찰청,1. 기관소개,2. 정보목록 : 없음 ,3. 남해지방해양경찰청 특수 기록관 보유 목록 현황,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
동해지방해양경찰청,1. 기관소개,2. 정보목록 : 없음 ,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
제주지방해양경찰청,1. 기관소개,2. 정보목록 : 없음 ,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 0명 ,6. 기타,,,,,
경북지방우정청,1. 기관소개,2. 정보목록 : 없음 ,3. 경북지방우정청 기록관 보유목록,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
강원지방우정청,1. 기관소개,2. 정보목록 : 없음 ,3. 강원지방우정청 보유기록물 목록,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
부산지방우정청,1. 기관소개,2. 정보목록 : 없음 ,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
서울지방우정청,1. 기관소개,2. 정보목록 : 없음 ,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전남지방우정청,1. 기관소개,2. 정보목록 : 없음 ,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전북지방우정청,1. 기관소개,2. 정보목록 : 없음 ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
제주지방우정청,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청지방우정청,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
경인지방우정청,1. 기관소개,2. 정보목록 : 없음,3. 경인지방우정청 기록관 보유현황,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
우정사업본부,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울지방보훈청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산지방보훈청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대구지방보훈청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
광주지방보훈청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대전지방보훈청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
서울지방고용노동청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 :  없음 ,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
부산지방고용노동청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대구지방고용노동청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음  ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
중부지방고용노동청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
광주지방고용노동청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대전지방고용노동청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
중앙노동위원회,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
서울지방국세청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
중부지방국세청,1. 기관소개,2. 정보목록,3. 보유기록물 현황,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대전지방국세청,1. 기관소개,2. 정보목록,3. 보유기록물 현황,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
광주지방국세청,1. 기관소개,2. 정보목록,3. 보유기록물 현황,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대구지방국세청,1. 기관소개,2. 정보목록,3. 보유기록물 현황,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
부산지방국세청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
인천지방국세청,1. 기관소개,2. 정보목록,3. 보유기록물 현황 : 없음 ,4. 기록관 홈페이지 링크 : 없음 ,5. 기록물관리전문요원 배치 인원 1명,6. 기타,,,,,
제주특별자치도지방경찰청,1. 기관소개,2. 정보목록,3. 제주지방경찰청 특수기록관 보유목록,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
여수지방해양수산청,1. 기관소개,2. 정보목록 : 미확인,3. 보유기록물 현황 : 미확인,4. 기록관 홈페이지 링크 : 미확인,5. 기록물관리전문요원 배치 인원 : 1명 ,6. 기타,,,,,
서울지방식품의약품안전청,1. 기관소개,2. 정보목록,3. 보유기록물 목록,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
부산지방식품의약품안전청,1. 기관소개,2. 정보목록,3. 보유기록물 목록,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
경인지방식품의약품안전청,1. 기관소개,2. 정보목록,3. 보유기록물 목록,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대구지방식품의약품안전청,1. 기관소개,2. 정보목록,3. 보유기록물 목록 : 없음,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
광주지방식품의약품안전청,1. 기관소개,2. 정보목록,3. 보유기록물 목록,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대전지방식품의약품안전청,1. 기관소개,2. 정보목록,3. 보유기록물 목록 : 없음,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
금융정보분석원,1. 기관소개,2. 정보목록,3. 보유기록물 목록 : 없음,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,7. 상세주소,,,,
국립무형유산원,1. 기관소개,2. 정보목록,3. 보유기록물 목록 : 없음,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라북도청,1. 기관소개 : 전라북도의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도고창군청,1. 기관소개 : 전라북도 고창군의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도군산시청,1. 기관소개 :  전라북도 군산시의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도김제시청,1. 기관소개 : 전라북도 김제시청의 행정 및 민원 등의 업무를 총괄하는 기관이다. ,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도남원시청,1. 기관소개 : 전라북도 남원시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도무주군청,1. 기관소개 :전라북도 무주군청의 행정 및 민원 등의 업무를 총괄하는 기관이다. ,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도순창군청,1. 기관소개 : 전라북도 순창군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도완주군청,1. 기관소개 : 전라북도 완주군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도익산시청,1. 기관소개 : 전라북도 익산시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도임실군청,1. 기관소개 : 전라북도 임실구청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도장수군청,1. 기관소개 : 전라북도 장수군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도전주시청,1. 기관소개 : 전라북도 전주시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도정읍시청,1. 기관소개 : 전라북도 정읍시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
전라북도진안군청,1. 기관소개 : 전라북도 진안군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
제주특별자치도청,1. 기관소개 : ,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
제주도서귀포시청,1. 기관소개 :제주도 서귀포시청의 행정 및 민원 등의 업무를 총괄하는 기관이다. ,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타 :,,,,,
제주도제주시청,1. 기관소개 : 제주도 제주시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타 :,,,,,
충청남도청,1. 기관소개 : 충청남도의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타 :,,,,,
충청남도계룡시청,1. 기관소개 : 충청남도 계룡시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
충청남도공주시청,1. 기관소개 : 충청남도 공주시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타 :,,,,,
충청남도금산군청,1. 기관소개 : 충청남도 금산군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
충청남도논산시청,1. 기관소개 : 충청남도 논산시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
충청남도당진시청,1. 기관소개 : 충청남도 당진시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타 :,,,,,
충청남도보령시청,1. 기관소개 : 충청남도 보령시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
충청남도부여군청,1. 기관소개 : 충청남도 부여군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
충청남도서산시청,1. 기관소개 : 충청남도 서산시청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : https://www.seosan.go.kr/www/selectBbsNttList.do?bbsNo=117&key=1287,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
충청남도서천군청,1. 기관소개 : 충청남도 서천군청의 행정 및 민원 등의 업무를 총괄하는 기관이다.,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
