0,1,2,3,4,5,6,7,8,9,10,11
전라북도고창교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라북도군산교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
전라북도김제교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
전라북도남원교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
전라북도무주교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
전라북도부안교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라북도순창교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라북도완주교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라북도익산교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
전라북도임실교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
전라북도장수교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
전라북도전주교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
전라북도정읍교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
전라북도진안교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
제주특별자치도교육청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 정보공개와 같이 운영,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
제주특별자치도제주시교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
제주특별자치도서귀포시교육지원청,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도교육청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도공주교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도금산교육지원청,1. 기관소개 :,2. 정보목록 : 페이지는 있으나 내용없음.,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도논산계룡교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도당진교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도보령교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도부여교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도서산교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도서천교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
충청남도아산교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도예산교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
충청남도천안교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도청양교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청남도태안교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
충청남도홍성교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청북도교육청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청북도괴산증평교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청북도단양교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청북도보은교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
충청북도영동교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청북도옥천교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
충청북도음성교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청북도제천교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청북도진천교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청북도충주교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
충청북도청주교육지원청,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
세종특별자치시교육청,1. 기관소개 :,2. 정보목록 : 비전자기록물 목록,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
한국보건사회연구원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타 : 발간자료(https://www.kihasa.re.kr/web/publication/research/list.do?division=001&menuId=44&tid=71&bid=12),,,,,
한국방송통신전파진흥원,1. 기관소개,2. 정보목록 :  https://www.kca.kr/boardList.do?boardId=DOCUMENTS&pageId=www62,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국법무보호복지공단,1. 기관소개,2. 정보목록 : https://koreha.or.kr/board/list.do?MN1=2&MN2=11&MN=11&BRD_ID=S_PublicInformation,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국무역보험공사,1. 기관소개,2. 정보목록(~2016) :  https://www.ksure.or.kr/government/open06_l.do?nstCd=1740000&display=10&pageNo=1&fromDt=2020.10.01&toDt=2020.11.01&sort=date&q=&__encrypted=kxLFP5cp6gubT6ZqruvQlC%2FTIAM34EQdtiaqFOWgw1lXgxUgGYErttOPpRYzebZTj5Z%2FwPmm%2Fwb7xByD683oH1ciqFLyGh9aT1XcyNfqlrY5Tdgz2qjkHaiN609KirOYqakb5YqN89cE3R%2BtS%2FSzhchZgKtxn7i%2BpD6SEgFrB5I%3D#,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국문화재재단,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타 : ,,,,,
한국산업기술진흥원,1. 기관소개,2. 정보목록 :  https://www.kiat.or.kr/site/contents/government/index2_5.jsp?menuID=001007001001&boardTypeID=509,3. 보유기록물 현황 :  https://www.kiat.or.kr/site/contents/government/index5_1.jsp?menuID=001007008007021&boardTypeID=388,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국보훈복지의료공단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국보건산업진흥원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  시청각기록물 보유현황(https://www.khidi.or.kr/board?menuId=MENU01700),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타 : 포토갤러리(https://www.khidi.or.kr/board?menuId=MENU00103),,,,,
한국산업기술시험원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국산업기술평가관리원,1. 기관소개,2. 정보목록 :  https://www.keit.re.kr/contents/index.do?psStep=releaseInfo&bbsCD=relatedInfolist,3. 보유기록물 현황 :  ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국보건의료인국가시험원,1. 기관소개,2. 정보목록 :  http://www.kuksiwon.or.kr/info/brd/m_105/list.do?seq=105,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국소비자원,1. 기관소개,2. 정보목록 :  https://www.kca.go.kr/kca/sub.do?menukey=5194,3. 보유기록물 현황 :  ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국생명공학연구원,1. 기관소개,2. 정보목록 :  https://www.kribb.re.kr/kor/sub03/sub03_02_02.jsp,3. 보유기록물 현황 :  기록물생산현황(https://www.kribb.re.kr/kor/sub03/sub03_02_01_05_13.jsp),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국산업인력공단,1. 기관소개,2. 정보목록 :  http://www.hrdkorea.or.kr/6/1/4,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국산업안전보건공단,1. 기관소개,2. 정보목록 :  http://www.kosha.or.kr/kosha/info/information.do,3. 보유기록물 현황 : 시청각기록물 보유현황(http://www.kosha.or.kr/kosha/info/contInfoBef01.do?incBoardNo=426&article.offset=0&articleLimit=10&srSearchVal=%EA%B8%B0%EB%A1%9D&srSearchKey=article_text),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타: 자료마당(http://www.kosha.or.kr/kosha/data/mediaBankMain.do),,,,,
한국산업은행,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국서부발전,1. 기관소개,2. 정보목록 :  https://www.iwest.co.kr/iwest/994/subview.do,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  2명,6. 기타,,,,,
한국소방산업기술원,1. 기관소개,2. 정보목록 :  https://www.kfi.or.kr/home/brd/brd230/brd230_Type2_Lis.do?board_seq=156,3. 보유기록물 현황 :  ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국석유관리원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  기록물 생산현황(https://www.kpetro.or.kr/lay1/program/S1T94C261/opendata/a01/b144/list.do?cpage=1&rows=10&condition=A.TITLE&keyword=%EA%B8%B0%EB%A1%9D),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명(본사),6. 기타,,,,,
한국석유공사,1. 기관소개,2. 정보목록 :  https://www.knoc.co.kr/sub05/sub05_13_list.jsp,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타 : ,,,,,
한국세라믹기술원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  기록물 생산 및 시청각기록물 보유현황(https://www.kicet.re.kr/00017/00047.web?cpage=1&stype=title&sstring=%EA%B8%B0%EB%A1%9D),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국수자원공사,1. 기관소개,2. 정보목록 :  https://www.kwater.or.kr/gov3/sub03/infoList.do?s_mid=55,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 2명(예상),6. 기타 : ‘기록물관리 개선 전사 태스크포스’ 구성,,,,,
한국수목원관리원,1. 기관소개,2. 정보목록 :  https://www.kiam.or.kr/board/list.do?a_num=52999095,3. 보유기록물 현황 :  기록물 생산현황(https://www.kiam.or.kr/board/list.do?a_num=80224759&v_cate=1962),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국수력원자력,1. 기관소개,2. 정보목록 :  http://www.khnp.co.kr/front/origin/main.do?mnCd=FN0103,3. 보유기록물 현황 :  시청각기록물현황(http://www.khnp.co.kr/open/allView.do?pageIndex=1&boardSeq=75463&mnCd=FN010602&categoryCd=&boardCd=BRD_000544&schEtc01=&schPageUnit=10&searchCondition=0&searchKeyword=%EA%B8%B0%EB%A1%9D),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국식품연구원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국시설안전공단,1. 기관소개,2. 정보목록 :  https://www.kistec.or.kr/www/brd/m_85/list.do,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국승강기안전공단,1. 기관소개,2. 정보목록 :  https://www.koelsa.or.kr/brd/m_58/view.do?seq=53&preSeq=&nextSeq=52&srchFr=&srchTo=&srchWord=&srchTp=&itm_seq_1=0&itm_seq_2=0&multi_itm_seq=0&company_cd=&company_nm=&page=1,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국수출입은행,1. 기관소개,2. 정보목록 :  https://www.koreaexim.go.kr/site/program/board/basicboard/list?boardtypeid=28&menuid=001003001003,3. 보유기록물 현황 :  시청각기록물 보유현황 및 기록물 생산현황 등 (https://www.koreaexim.go.kr/site/homepage/menu/viewMenu?menuid=001003001002001003),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국식품안전관리인증원,1. 기관소개,2. 정보목록 :  https://www.haccp.or.kr/site/haccp/boardView.do?post=98909&page=&boardSeq=1043&key=2706&category=&searchType=&searchKeyword=&subContents=,3. 보유기록물 현황 :  기록물 생산현황(https://www.haccp.or.kr/site/haccp/boardView.do?post=65797&page=&boardSeq=702&key=822&category=&searchType=ALL&searchKeyword=%EA%B8%B0%EB%A1%9D&subContents=),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 : 없음,6. 기타,,,,,
한국투자공사,1. 기관소개,2. 정보목록 : http://www.kic.kr/ko/03/03/02.jsp,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국항공우주연구원,1. 기관소개,2. 정보목록 :  https://www.kari.re.kr/cop/bbs/BBSMSTR_000000000022/selectBoardList.do,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타: ,,,,,
한국표준과학연구원,1. 기관소개,2. 정보목록 :  https://www.kriss.re.kr/information/info_list.do,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타: 40주년 기념관(https://www.kriss.re.kr/introduce/view.do?pg=memorial),,,,,
한국학중앙연구원,1. 기관소개,2. 정보목록 :  https://www.aks.ac.kr/cop/bbs/selectBoardList.do?bbsId=BBSMSTR_000000000053&listAll=1&menuNo=6010120000,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타: 한국학 자료 원문검색(http://rinks.aks.ac.kr/),,,,,
한국항로표지기술원,1. 기관소개,2. 정보목록 :  문서수발신대장(http://www.katon.or.kr/eagerne/cms.egn?uid=m123),3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :   없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국에너지공단,1. 기관소개,2. 정보목록 :  https://www.energy.or.kr/web/kem_home_new/info/openinfo/internet/infolist.asp,3. 보유기록물 현황 :  시청각기록물 보유현황(https://dco.energy.or.kr/KeaHome/pages/Guarantee/Out/PIP_100_O_V.aspx?CbBordNo=19724&MainNo=315),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
노원구서비스공단,1. 기관소개,2. 정보목록 :  열린혁신-사전정보공개,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
한국에너지기술평가원,1. 기관소개,2. 정보목록 :  https://www.ketep.re.kr/brdartcl/boardarticleList.do?brd_id=BDIDX_lXb9z5d2UYVgzEk01S58Hn&srch_menu_nix=W79y084k,3. 보유기록물 현황 : 기록물 생산현황(https://www.ketep.re.kr/brdartcl/boardarticleList.do?brd_id=BDIDX_42aQ0gqh8nddyi6X785iwO&srch_menu_nix=O27jq2A3),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타: 정보자료실(https://www.ketep.re.kr/researchReport/researchReportList.do?srch_menu_nix=86NZsw3V),,,,,
한국에너지기술연구원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  기록물 생산현황(https://www.kier.re.kr/mps/announce/announceViewList?mng_no=20190005&menuId=MENU00333&pageNum=1&inGubun=&rowCnt=10&gubun=4&keycode=0&keyword=%EA%B8%B0%EB%A1%9D),4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국중부발전,1. 기관소개,2. 정보목록 :  https://www.komipo.co.kr/kor/board/BRD_000066/boardMain.do?mnCd=FN011205&pageSize=10,3. 보유기록물 현황 :,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국지역난방공사,1. 기관소개,2. 정보목록 ,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 확인불가,6. 기타 : 기록정보콘텐츠 안내(https://www.kdhc.co.kr/content/CM4695.do),,,,,
농림수산식품교육문화정보원,1. 기관소개,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
농림식품기술기획평가원,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
농업기술실용화재단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
(재단)농업정책보험금융원,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
단양관광관리공단,1. 기관소개,2. 정보목록 : 링크 추가,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
대구경북과학기술원(DGIST),1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
대구경북첨단의료산업진흥재단,1. 기관소개,2. 정보목록 : 사전정보목록,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대구달성군시설관리공단,1. 기관소개,2. 정보목록 : 사전정보공표 ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
대구도시공사,1. 기관소개,2. 정보목록 : 정보목록공개https://www.duco.or.kr/gov/disclosure,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대구도시철도공사,1. 기관소개,2. 정보목록 : 도시철도자료실,3. 보유기록물 현황 : 도시철도자료실 - 기록물 이관현황 및 폐기 목록 참고,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타,,,,,
대구시설공단,1. 기관소개,2. 정보목록 : 정보목록공개,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대구의료원,1. 기관소개,2. 정보목록 : 정보공개,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
대전고암미술재단(이응노미술관),1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : https://www.leeungnomuseum.or.kr/Menu.do?menuId=070101,4. 기록관 홈페이지 링크 : ,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
대전광역시도시철도공사,1. 기관소개,2. 정보목록 : 사전공개목록http://www.djet.co.kr/kor/board.do?menuIdx=538,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대전도시공사,1. 기관소개,2. 정보목록 : 사전정보공개,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대전세종연구원,1. 기관소개,2. 정보목록 : 연구원발간물https://www.dsi.re.kr/menu.es?mid=a10100000000,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
대전광역시시설관리공단,1. 기관소개,2. 정보목록 : 사전정보공개,3. 보유기록물 현황 : http://www.djsiseol.or.kr/portal/sub050202_view.asp?g_seq=330,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타,,,,,
대한석탄공사,1. 기관소개,2. 정보목록 : 사전공개정보,3. 보유기록물 현황 : 사전공개정보 - 기록관리 연간 운영 계획 파일 참고,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
대한적십자사,1. 기관소개,2. 정보목록 : 사전공개정보,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타,,,,,
대한체육회,1. 기관소개,2. 정보목록 : 사전정보공개,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
도로교통공단,1. 기관소개,2. 정보목록 : 정보목록관리,3. 보유기록물 현황 : 사전정보공표 자료참고,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
독립기념관,1. 기관소개,2. 정보목록 : 사전정보공표https://i815.or.kr/2018/gov/dataprev.do,3. 보유기록물 현황 : 소장자료현황,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
