기관유형,기관명,설명
정부산하공공기관,국립대구과학관,1. 기관소개 :<br>국립대구과학관은 대구광역시 달성군 유가읍 상리에 있는 과학 체험관이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,국립박물관문화재단,1. 기관소개 :<br>국립박물관문화재단은 국립중앙박물관 공연장 및 기타 편의시설의 운영과 이에 필요한 문화예술사업 추진을 통해 국민의 문화향수 기회 증진과 이용객의 편익을 도모하기 위하여 2004년 7월 설립된 재단법인이다.<br><br>2. 정보목록 : <br>https://www.cfnmk.or.kr/agency/board/20180904095756690100_list.do<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,국립부산과학관,1. 기관소개 :<br>국립부산과학관은 부산광역시 기장군 위치한 국립 과학관이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,국립생태원,1. 기관소개 :<br>국립생태원은 한반도를 비롯하여 세계의 다양한 식물과 동물을 전시하는 곳이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,국립암센터,1. 기관소개 :<br>국립암센터는 경기도 고양시 일산동구에 있는 암 전문병원이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타
정부산하공공기관,국립중앙의료원,1. 기관소개 :<br>국립중앙의료원은 보건복지부 소속의 국립 의료기관이다.<br><br>2. 정보목록 :<br>https://www.nmc.or.kr/nmc/bbs/B0000017/list.do?menuNo=200408<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,국립해양박물관,1. 기관소개 :<br>국립해양박물관은 부산시 영도구 해양로에 있는 국립 종합 해양박물관이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,국민건강보험공단,1. 기관소개 :<br>국민건강보험공단은 국민의 질병·부상에 대한 예방·진단·치료·재활·출산·사망 및 건강 증진에 대하여 보험 서비스를 제공함으로써 사회보장을 증진시키기 위해 설립된 준정부기관이다.<br><br>2. 정보목록 :<br>https://www.nhis.or.kr/nhis/together/wbhaec09800m01.do<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 5명<br><br>6. 기타
정부산하공공기관,국민연금공단,1. 기관소개 :<br>국민연금공단은 국민연금제를 효율적으로 운영·관리하기 위하여 설립한 준정부기관이다.<br><br>2. 정보목록 :<br>https://www.nps.or.kr/jsppage/app/share/publiclist/03_03_public_list01.jsp<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타
정부산하공공기관,국방과학연구소,1. 기관소개 :<br>국방과학연구소는 국방과 관련된 과학·기술의 조사 및 연구를 목적으로 설립된 기관이다.<br><br>2. 정보목록 : <br>https://www.add.re.kr/kps/infoOpen/infoOpenList?menuId=MENU02244<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 2명<br><br>6. 기타
정부산하공공기관,국방기술품질원,1. 기관소개 :<br>국방기술품질원은 국방 과학기술 분야에 대한 연구를 주로 하는 방위사업청 산하 연구 기관이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,국악방송,1. 기관소개 :<br>국악방송은 대한민국 전통 및 창작 국악 보급 교육과 국악의 대중화를 위하여 2000년 2월 14일에 설립된 문화체육관광부 소관의 재단법인으로 대한민국의 국악 전문 공영 방송국이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타
정부산하공공기관,국제원산지정보원,"1. 기관소개 :<br>국제원산지정보원은 본격적인 FTA 활용시대를 맞이하여, 정부기관 및 민간부문에 정확한 원산지 정보를 제공함으로써 국익보호와 수출입 기업 발전에 기여하기 위해 설립되었다. 경기도 성남시 분당구 야탑로205번길 8 (야탑동, 성남세관빌딩)에 위치하고 있다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타"
정부산하공공기관,국토교통과학기술진흥원,1. 기관소개 :<br>국토교통과학기술진흥원은 건설기술 연구·개발 사업을 효율적으로 지원하기 위하여 설립된 대한민국 국토교통부 산하 위탁집행형 준정부기관이다.<br><br>2. 정보목록 :<br>http://www.kaia.re.kr/portal/bbs/list/B0000002.do?menuNo=200015&gubun=1<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타
정부산하공공기관,국토연구원,1. 기관소개 :<br>국토연구원은  국토개발을 위한 연구·발전과 각급 국토계획수립에 필요한 연구·조사를 종합적·체계적으로 실시하기 위하여 설립된 재단법인이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타
정부산하공공기관,군산의료원,1. 기관소개 :<br>군산의료원은 전라북도 군산시 지곡동에 있는 종합 병원이다.<br><br>2. 정보목록 :<br>https://www.kunmed.or.kr/board/bbs/board.php?bo_table=infomation&lnb=708030<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,군포도시공사,1. 기관소개 :<br>군포도시공사는 경기도 군포시의 도시 발전을 위해 설립된 지방 공기업이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타
정부산하공공기관,근로복지공단,1. 기관소개 :<br>근로복지공단은  근로자의 복지증진을 위해 설립된 준정부기관이다.<br><br>2. 정보목록 :<br>https://www.kcomwel.or.kr/kcomwel/info/list.jsp<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타
정부산하공공기관,금천구시설관리공단,1. 기관소개 :<br>금천구시설관리공단은 서울특별시 금천구 시흥동에 있는 금천구의 각종 시설 관리 기관이다.<br><br>2. 정보목록 :<br>http://www.gfmc.kr/bbs/board.php?bo_table=ifop<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타
정부산하공공기관,기술보증기금,"1. 기관소개 :<br>기술보증기금은 기술보증을 통하여 신기술사업자의 자금공급을 원활히 하고, 기술평가를 통하여 기업의 기술혁신역량과 기술금융을 효과적으로 지원하기 위하여 정부가 설립한 기술금융전문기관이다.<br><br>2. 정보목록 :<br>https://www.kibo.or.kr:444/src/pds/kbd830.asp<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타"
정부산하공공기관,기초과학연구원,1. 기관소개 :<br>기초과학연구원은  세계 최고 수준의 기초과학 연구를 수행하기 위해 국제과학비즈니스벨트 내에 설립되는 연구기관이다.<br><br>2. 정보목록 :<br>https://www.ibs.re.kr/cop/bbs/BBSMSTR_000000000662/selectBoardList.do<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타
정부산하공공기관,김대중컨벤션센터,1. 기관소개 :<br>김대중컨벤션센터는  광주광역시 서구에 있는 전시 및 컨벤션 센터이다.<br><br>2. 정보목록 :<br>https://www.kdjcenter.or.kr/kor/board?bid=kor_cust_pds2&mode=list&menuId=53_137_603<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,김포시시설관리공단,1. 기관소개 :<br>김포시시설관리공단은 경기도 김포시장이 지정하는 시설물을 효율적으로 관리 운영함으로써 시민의 복리증진에 기여할 목적으로 설립된 지방공기업이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,남북교류협력지원협회,"1. 기관소개 :<br>남북교류협력지원협회는 남북교류협력과 관련한 정부 위탁업무 수행, 조사 연구 및 분석, 대정부 정책건의 등을 통한 남북교류협력 활성화 지원을 목적으로 2007년 5월 18일 설립된 대한민국 통일부 소관의 사단법인이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타"
정부산하공공기관,남양주도시공사,1. 기관소개 :<br>남양주도시공사는 경기도 남양주시에 있는 지방 공기업이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 0명<br><br>6. 기타
정부산하공공기관,남원의료원,1. 기관소개 :<br>남원의료원은 전라북도 남원시에 있는 공공의료기관이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타
정부산하공공기관,노사발전재단,"1. 기관소개 :<br>노사발전재단은 2006년 노사정위원회의 합의를 통해 설립된 기타공공기관이다. 노사발전재단은 상생의 노사협력을 기반으로 기업의 다양한 혁신활동을 지원하고, 일자리창출, 고용차별개선, 중장년일자리지원, 국제노동교류협력 등 원스톱-풀(Full) 서비스를 제공하는 고용노동 전문기관이다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 1명<br><br>6. 기타"
정부산하공공기관,한국지역정보개발원,"1. 기관소개<br>전자지방정부 구현 및 지역정보화에 기여하고 있습니다. 안전하고 스마트한 최고의 지역정보화 전문기관으로서 정보화사업지원, 지방자치단체 위탁사무, 연구 및 교육, 정보시스템의 개발 구축 확산, 국제교류∙협력 및 국외 확산∙보급을 위해 힘쓰고 있습니다.<br><br>2. 정보목록 :  http://www.klid.or.kr/section/board/bbs_list.html?PID=infodatalist<br><br>3. 보유기록물 현황  : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타: 정보화연구자료(http://www.klid.or.kr/section/board/bbs_list.html?PID=infodata)"
정부산하공공기관,한국지질자원연구원,"1. 기관소개<br>토와 주변해역, 해외의 지질 조사와 부존자원 관련 연구를 수행하는 공공기술연구회 소속 연구기관<br><br>2. 정보목록 :  https://www.kigam.re.kr/board.es?mid=a10104000000&bid=0018<br><br>3. 보유기록물 현황 : 기록물 생산현황(https://www.kigam.re.kr/board.es?mid=a10911000000&bid=0020)<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 : 확인불가<br><br>6. 기타"
정부산하공공기관,한국천문연구원,1. 기관소개<br>천문우주과학의 연구개발을 종합적으로 수행하고 그 성과를 확산하여 천문우주과학의 국가적 발전을 달성<br><br>2. 정보목록 :  https://www.kasi.re.kr/kor/government/post/informationList<br><br>3. 보유기록물 현황 : 기록물 생산현황(https://www.kasi.re.kr/kor/government/post/preInformation/3998?clsf_cd=cateG07)<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타: 연구성과(https://www.kasi.re.kr/kor/result/pageView/233)
정부산하공공기관,한국철도공사,1. 기관소개<br>안전하고 편리한 철도 서비스 제공으로 국민행복 증진과 사회적 책임을 강화하고 남북 대륙철도 연결과 미래 성장동력을 확보하여 철도중심의 생활문화 조성<br><br>2. 정보목록 : http://info.korail.com/mbs/www/subview.jsp?id=www_060300000000<br><br>3. 보유기록물 현황 <br>1) 시청각기록물 보유목록(http://info.korail.com/mbs/www/jsp/board/view.jsp?spage=1&boardId=9886174&boardSeq=14903136&mcategoryId=&id=www_060200000000)<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  5명 이상<br>(본사 및 지사 포함)<br><br>6. 기타 : 간행물(http://info.korail.com/mbs/www/subview.jsp?id=www_040403000000)
정부산하공공기관,한국철도기술연구원,"1. 기관소개<br>철도, 대중교통, 물류 등 공공교통 분야의 연구개발 및 성과확산을 통해 국가 및 산업계 발전에 기여<br><br>2. 정보목록 :  https://www.krri.re.kr/_prog/_board/?code=sub01_010301&site_dvs_cd=kr&menu_dvs_cd=010301<br><br>3. 보유기록물 현황 :  없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  확인불가(정보자산팀 소속으로 추정)<br><br>6. 기타"
정부산하공공기관,국가철도공단,1. 기관소개<br>철도 건설 및 시설관리 전문 조직으로 탄생한 국가철도공단은 앞으로 고속철도를 비롯한 국내의 모든 철도 건설과 해외 철도 사업 진출 및 동북아 철도망 구성 등 다양한 철도사업 수행<br><br>2. 정보목록 :  http://www.kr.or.kr/boardCnts/view.do?m=0505&boardID=2&viewBoardID=2&boardSeq=21606&lev=0&statusYN=C&page=1<br><br>3. 보유기록물 현황 : <br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  4명<br>(본사 및 지사 포함)<br>※ 기록관리 업무 담당자 :  2명<br><br>6. 기타: <br>1) 기록경영시스템 국제표준 인증(http://www.kr.or.kr/boardCnts/view.do?m=08&boardID=52&viewBoardID=52&boardSeq=1113993&lev=0&statusYN=W&page=1)<br>2) 공개자료실(http://www.kr.or.kr/boardCnts/list.do?boardID=1000009&m=041101)
정부산하공공기관,한국청소년정책연구원,"1. 기관소개<br>청소년의 올바른 인성 함양과 잠재력 계발, 청소년의 디지털· 글로벌 역량 강화, 청소년 인권과 참여를 위한 사회 환경 개선, 소외계층 청소년 복지· 지원등의 정책 개발에 필요한 기초연구와 자료축적을 통하여, 미래사회의 새로운 국가발전 동력 창조에 기여함을 목적으로 한다.<br><br>2. 정보목록 :  https://www.nypi.re.kr/brdartcl/boardarticleList.do?brd_id=BDIDX_vSV0KkI0nOC762Y1AyMU2t&menu_nix=cbMkl0Uj<br><br>3. 보유기록물 현황 :  없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타<br>1) 포토갤러리(https://www.nypi.re.kr/brdthm/boardthmList.do?brd_id=BDIDX_604dN42bnO5B4ljg7RI8hu&menu_nix=t47pvo81)<br>2) 연구보고서(https://www.nypi.re.kr/brdrr/boardrrList.do?brd_id=BDIDX_PJk7xvf7L096m1g7Phd3YC&menu_nix=4o9771b7)"
정부산하공공기관,한국콘텐츠진흥원,"1. 기관소개<br>방송, 게임, 음악, 패션, 애니메이션, 캐릭터, 만화 등 장르별 산업 지원과 해외수출,<br>기업 및 전문 인력 육성, 문화기술 개발, 정책연구와 금융 지원 등 다방면의 사업을 통해<br>콘텐츠산업의 성장과 진흥을 책임지는 기관입니다.<br><br>2. 정보목록 :  http://www.kocca.kr/cop/bbs/list/B0000253.do?menuNo=201528<br><br>3. 보유기록물 현황 <br>1) 기록물 생산현황(http://www.kocca.kr/cop/sajun/view.do?menuNo=203000&option1=&nttNo=60)<br>2) 시청각기록물 현황(http://www.kocca.kr/cop/sajun/view.do?menuNo=203000&option1=&nttNo=57)<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타<br>1) 콘텐츠 지식(http://www.kocca.kr/cop/bbs/list/B0000141.do?menuNo=200898)<br>2) 콘텐츠 도서관(https://library.kocca.kr/main.do?action=main)"
정부산하공공기관,한국토지주택공사,"1. 기관소개<br>토지의 취득, 개발, 비축, 공급 및 도시의 개발정비, 주택의 건설, 공급, 관리 업무를 수행하여 국민주거생화 향상 및 국토의 효율적 이용 도모<br><br>2. 정보목록 :  https://www.lh.or.kr/user/openInfo/infoList.do<br><br>3. 보유기록물 현황 <br>1) 기록물 생산현황(https://www.lh.or.kr/user/opendata/view.do?sCode=user&mId=13&mPid=12&seq=42&pageIndex=&searchOpt=list&othbcCycle=&othbcEraMon=&othbcEraDay=&searchTxt=%EA%B8%B0%EB%A1%9D)<br>2) 시청각기록물 보유현황(https://www.lh.or.kr/user/opendata/view.do?sCode=user&mId=13&mPid=12&seq=202&pageIndex=&searchOpt=list&othbcCycle=&othbcEraMon=&othbcEraDay=&searchTxt=%EA%B8%B0%EB%A1%9D)<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타:  LH역사관 및 사사자료 수집 업무 "
정부산하공공기관,한국해양수산개발원,1. 기관소개<br>1984년에 출범해 국가의 해양수산 정책수립과 국민경제의 발전에 이바지함을 목적으로 설립된 국무총리 산하의 정부출연연구기관입니다.<br><br>2. 정보목록 :  https://www.kmi.re.kr/web/board/list.do?rbsIdx=303<br><br>3. 보유기록물 현황 :  없음<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  0명<br><br>6. 기타
정부산하공공기관,한국환경공단,1. 기관소개<br>환경오염방지·환경개선·자원순환 촉진 및 기후변화대응을 위한 온실가스 관련 사업을 효율적으로 추진함으로써 환경 친화적 국가발전에 이바지<br><br>2. 정보목록 :  http://www.keco.or.kr/kr/customer/gov30/infoOthbc/list.do<br><br>3. 보유기록물 현황 <br>1) 시청각기록물 보유현황(http://www.keco.or.kr/kr/customer/gov30/advanceInformation/list.do?SEARCH_FIRST_CD=2379&SEARCH_SECOND_CD=2973&p=1&f=0&q=%EA%B8%B0%EB%A1%9D)<br>2)  기록물 생산현황(http://www.keco.or.kr/kr/customer/gov30/advanceInformation/list.do?SEARCH_FIRST_CD=2379&SEARCH_SECOND_CD=2976&p=1&f=0&q=%EA%B8%B0%EB%A1%9D)<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  2명<br><br>6. 기타
정부산하공공기관,한국환경산업기술원,"1. 기관소개<br>환경기술의 개발·지원, 환경산업 육성과 친환경생활 확산을 통한<br>국민의 환경복지 서비스 향상 및 지속가능한 국가발전에 기여<br><br>2. 정보목록 :  https://www.keiti.re.kr:8445/site/keiti/data/openList/screen.do (2009~2015년)<br><br>3. 보유기록물 현황<br>1) 시청각 기록물 보유현황(https://www.keiti.re.kr:8445/site/keiti/ex/publicList/PublicView.do?bbsSeq=53)<br>2) 기록물 생산현황(https://www.keiti.re.kr:8445/site/keiti/ex/publicList/PublicView.do?bbsSeq=120)<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타: 기관 홍보자료(https://www.keiti.re.kr:8445/site/keiti/ex/board/List.do?cbIdx=274)"
정부산하공공기관,한전KDN,"1. 기관소개<br>발전에서부터 급전, 송변전, 배전, 판매에 이르는 전력계통 전 과정에 있어 첨단 전력ICT기술을 적용하여 전력계통 감시, 진단 및 제어, 전력사업 정보관리 등의 토털 서비스를 제공하고 있습니다.<br><br>2. 정보목록 :  https://www.kdn.com/board.kdn?mid=a10410000000&bid=0158<br><br>3. 보유기록물 현황 :  시청각기록물 보유현황(https://www.kdn.com/board.kdn?mid=a10402100200&bid=0108)<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  확인불가<br><br>6. 기타"
정부산하공공기관,한전KPS,"1. 기관소개<br>발전플랜트 설비 진단 및 성능개선, 국내외 발전설비O&M, 신재생 EPC, 산업설비, 송변전설비 등에 대한 Total 솔루션을 제공하는 공기업입니다.<br><br>2. 정보목록 :  https://www.kps.co.kr/infoopen/open_info/boardList.do<br> <br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타"
정부산하공공기관,해양수산과학기술진흥원,"1. 기관소개<br>해양수산과학기술의 창의적 기획 및 기술개발 선도, 협업사업 발굴 및 선제적 정책지원과 동시에<br>해양수산과학기술의 지식화, 정보화, 고부가가치화를 위한 다양한 기술지원 서비스를 운영하며, 해양수산 기업과 산업을 육성<br><br>2. 정보목록 :  https://www.kimst.re.kr/u/open/info_list/content.do<br><br>3. 보유기록물 현황 <br>1) 기록물 생산현황(https://www.kimst.re.kr/u/open/preinform.do?type=board&pfno=51)<br>2) 시청각기록물 보유현황(https://www.kimst.re.kr/u/open/preinform.do?type=board&pfno=49)<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타"
정부산하공공기관,해양환경공단,1. 기관소개<br>해양환경관리법 제 96조에 따라 해양환경의 보전·관리·개선 및 해양오염방제 등을 효율적으로 추진함으로써 깨끗하고 풍요로운 해양환경을 조성하여 미래 녹색실현에 기여<br><br>2. 정보목록 :  https://www.koem.or.kr/site/koem/ex/board/List.do?cbIdx=475<br><br>3. 보유기록물 현황 <br>1) 시청각기록물 보유현황(https://www.koem.or.kr/site/koem/ex/board/List.do?cbIdx=440)<br>2) 기록물 생산현황(https://www.koem.or.kr/site/koem/ex/board/List.do?cbIdx=365)<br><br>4. 기록관 홈페이지 링크 :  없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타
정부산하공공기관,한국나노기술원,"1. 기관소개<br>나노기술개발촉진법 제11조 및 같은법 시행령 제11조에 따라 나노소자, 화합물 반도체분야의 연구개발 및 지원체제를 구축함으로써 나노기술의 국가경쟁력을 제고하고 관련 산업발전에 기여<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  확인불가<br><br>6. 기타"
정부산하공공기관,한국도로공사,1. 기관소개<br>도로의 설치 및 관리와 이에 관련된 사업을 통해 도로의 정비를 촉진하고 도로교통의 발달에 이바지<br><br>2. 정보목록 :  http://www.ex.co.kr/site/com/pageProcess.do?selDpPgNm=menuno=100101080&dirNm=portal<br><br>3. 보유기록물 현황 :  없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타
정부산하공공기관,한국도박문제관리센터,1. 기관소개<br>사행산업으로 인한 중독 및 도박문제와 관련하여 예방·치유·재활 등의 사업과 활동을 위해 정부에서 2013년 8월 설립<br><br>2. 정보목록 :  없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  0명<br><br>6. 기타
정부산하공공기관,한국도핑방지위원회,"1. 기관소개<br>리나라 유일의 스포츠 도핑방지 전담 국가기구로서 2006년 11월 설립되었습니다.<br>현재는 세계도핑방지기구(WADA) 아시아지역 이사국으로 선임되어 세계도핑방지규약, 국제표준 등 규정을 성실히 이행하는 선진 국가도핑방지기구로 세계도핑방지활동에 이바지하고 있습니다.<br><br>2. 정보목록 : 없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  0명<br><br>6. 기타"
정부산하공공기관,한국로봇산업진흥원,"1. 기관소개<br> 로봇산업 진흥을 위한 사업을 효율적이고 체계적으로 추진하고, 지능형 로봇산업 관련 정책개발을 추진<br><br>2. 정보목록 :  없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  0명<br><br>6. 기타: 사진/동영상 자료(https://www.kiria.org/portal/reference/portalRefContentsList.do)"
정부산하공공기관,한국문화관광연구원,"1. 기관소개<br>문화예술의 창달, 문화산업 및 관광진흥을 위한 연구, 조사, 평가 추진<br><br>2. 정보목록 :  없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  1명<br><br>6. 기타"
정부산하공공기관,한국문화예술교육진흥원,"1. 기관소개<br>학교문화예술교육 지원, 사화문화예술교육 지원, 문화예술교육 전문인력양성사업, 문화예술교육 학술 연구 및 조사, 문화예술교육 국제교류업무 등을 수행하고 있습니다.<br><br>2. 정보목록 :  없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  0명<br><br>6. 기타: 아르떼 라이브러리(https://lib.arte.or.kr/index.do)"
정부산하공공기관,한국문화예술회관연합회,"1. 기관소개<br>전국적인 지방문예회관의 네트워킹을 통하여 지방문예회관 운영의 전문화, 효율화를 기하고 문화예술시장을 전국적인 규모로 확대시키며 회원기관의 공동의 이익을 도모<br><br>2. 정보목록 :  없음<br><br>3. 보유기록물 현황 : 없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  0명<br><br>6. 기타 : 사진자료(https://www.kocaca.or.kr/Pages/Community/PhotoBoard/PhotoBoard.aspx)"
정부산하공공기관,한국문화정보원,"1. 기관소개<br>문화정보화 전담 기관으로서 다양한 문화정보들을 국민 누구나 차별 없이, 가치 있게 이용할 수 있도록 가공‧축적‧유통하는 사업들을 하고 있습니다.<br><br>2. 정보목록 :  https://www.kcisa.kr/kr/board/infolist/boardList.do(2013년)<br><br>3. 보유기록물 현황 :  없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 :  0명<br><br>6. 기타"
정부산하공공기관,한국발명진흥회,1. 기관소개<br>발명진흥사업을<br>체계적·효율적으로 추진하고 발명가의<br>이익증진을 도모하며 국내 지식재산사업을<br>보호·육성하여 국가 경쟁력 강화에<br>이바지하고자 설립되었습니다.<br><br>2. 정보목록 :  없음<br><br>3. 보유기록물 현황 :  없음<br><br>4. 기록관 홈페이지 링크 : 없음<br><br>5. 기록물관리전문요원 배치 인원 : 확인불가<br><br>6. 기타 : 포토갤러리https://www.kipa.org/kipa/advertise/kw_0303.jsp
